Navn;Navn Detaljeret;Adresse;Telefon;Email;Hjemmeside;Kommune;Region;Facilitetstype;Placering;Ejerforhold;Driftsherre;Eksterne bemærkninger;Gis X;Gis Y;UTM;Antal baner
Sundby Idrætspark;Padelbaner;;;;;København;Hovedstaden;Padelbaner;Udendørs;Kommunal;Forening;;726487;6173030;32N;Double baner=2
Energii ;Energii Nørrebro;Guldbergsgade 29A, 2. 2200 København N;;info@energii.dk;https://www.energii.dk/k%C3%B8benhavn-n2be87db2;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723497;6177573;32N;
Energii ;Energii Bryggen;Sturlasgade 3, 2300 København S;;info@energii.dk;https://www.energii.dk/bryggen---sturlasgade;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724810;6174439;32N;
FitnessX ;FitnessX- København Amager Strand;Amager Strandvej 112a, 2300 København;;;https://www.fitnessx.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;728515;6174237;32N;
FysioDanmark;FYSIQ Borgergade;Borgergade 20, 1300 København K;33 13 40 85;borgergade@fysiq.dk;https://fysiq.dk/fysiq-borgergade/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725409;6176769;32N;
FysioDanmark;FYSIQ Nørrebro;Åboulevard 28, 2200 København N;35 36 66 62;norrebro@fysiq.dk;https://fysiq.dk/fysiq-noerrebro/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723480;6176692;32N;
SATS;SATS KBH- Sluseholmen;Sluseholmen 15 D, 2450, København SV;;;https://www.sats.dk/fitnesscenter/sluseholmen;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723219;6172340;32N;
Sporting Health Club;SHC, Ørstedsparken;Nørre Farimagsgade 43, 1364 Indre By;51 60 52 84;orstedsparken@sportinghealthclub.dk;https://sportinghealthclub.dk/orstedsparken/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724182;6176637;32N;
Unity Gym;Unity Gym Amager Strand;Amager Strandvej 60, 23000 København S;;kontakt@unitygym.dk;https://unitygym.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;728211;6174754;32N;
MNP TRAINING CLUB;Fitness;Kigkurren 8D, kld. tv. 2300 København;;morten@mortennpfitness.dk;https://mnptrainingclub.dk/;København;Hovedstaden;Fitnesscentre;;Privat;Privat;;724964;6174279;32N;
VICHY Gym;;Prøvestensbroen 3A, 2300 KBH S;;;https://vicigym.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;728091;6175401;32N;
Cali-Klubben;Fitnesscenter;Njalsgade 161, 2300 København;;;;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725813;6174482;32N;
KU Studenteridræt;Klatrevæg;Nørre Allé 57, 2200 København N;;;https://www.kustudenteridraet.dk/outdoor/klatring/;København;Hovedstaden;Klatreanlæg;Indendørs;Selvejende institution;Selvejende institution;KSI Klatreklub benytter klatrevæggen.;723771;6178390;32N;
Nørrebrohallen;Klatrevæg og bouldering;Bragesgade 5, 2200 København;;sekretariat@nkk.dk;https://nkk.klub-modul.dk/default.aspx;København;Hovedstaden;Klatreanlæg;Indendørs;Kommunal;Kommunal;Nørrebro Klatreklub benytter anlægget til bouldering og ruteklatring indendørs.;722660;6178318;32N;
Bananna Park;Nørrebro;Nannasgade 6, 2200 København;;sekretariat@nkk.dk;https://nkk.klub-modul.dk/default.aspx;København;Hovedstaden;Klatreanlæg;Udendørs;Kommunal;Kommunal;Nørrebro Klatreklub benytter anlægget til udendørs ruteklatring.;723036;6178364;32N;
Blocs & Walls;Klatrevæg og bouldering;Refshalevej 163D, 1432 København;96678020;mail@blocs-walls.dk;https://www.dbkk.dk/blocs-walls/faciliteter;København;Hovedstaden;Klatreanlæg;Kombineret;Andet;Andet;Dansk Bjerg & Klatreklkub (DBKK) benytter klatreanlægget til ruteklatring (indendørs) og bouldering (udendørs og indendørs).;726920;6177810;32N;
Amager Nordvæg;Klatrevæg;Vindmøllevej 6, 2300 København;;formand@dbkk.dk;https://www.dbkk.dk/amagernordvaeg/vaeggen;København;Hovedstaden;Klatreanlæg;Udendørs;Kommunal;Kommunal;Dansk Bjerg & Klatreklkub (DBKK) benytter klatreanlægget til ruteklatring (udendørs).;727490;6176909;32N;
Beta Boulders, Syd;Bouldering;Pladehals Allé 26, st, 2450 København;;;http://betaboulders.com/;København;Hovedstaden;Klatreanlæg;Indendørs;Privat;Privat;Bouldering.;723394;6173494;32N;
Beta Boulders, Vest;Bouldering;Kastanie Allé 8, 2720 Vanløse;;;http://betaboulders.com/;København;Hovedstaden;Klatreanlæg;Indendørs;Privat;Privat;Bouldering.;719453;6176377;32N;
Boulders, Sydhavnen;Boulders.dk;Bådehavnsgade 38, port 1, 2450 København;72100019;shop@boulders.dk;https://boulders.dk/kbhsydhavn;København;Hovedstaden;Klatreanlæg;Indendørs;Privat;Privat;Bouldering.;722729;6171921;32N;
Boulders, Valby;Boulders.dk;Vigerslev Allé 47, 2500 København;72100019;shop@boulders.dk;https://boulders.dk/valby;København;Hovedstaden;Klatreanlæg;Indendørs;Privat;Privat;Bouldering.;721092;6173997;32N;
KU Studenteridræt;KSI Klatretårnet;Ole Maaløes Vej 26, 2100 København;;;https://www.kustudenteridraet.dk/outdoor/klatring/;København;Hovedstaden;Klatreanlæg;Udendørs;Selvejende institution;Selvejende institution;KSI Klatreklub benytter klatretårnet.;723729;6178305;32N;
KU Studenteridræt;KSI-Boulderen;Kanonbådsvej 6, 1437 København;;;https://www.kustudenteridraet.dk/outdoor/klatring/;København;Hovedstaden;Klatreanlæg;Indendørs;Selvejende institution;Selvejende institution;KSI Klatreklub benytter boulderen.;726773;6176393;32N;
Beta Boulders, Østrebro;Bouldering;Aldersrogade 6C, 2100 København;;;http://betaboulders.com/;København;Hovedstaden;Klatreanlæg;Indendørs;Privat;Privat;Bouldering.;723718;6179209;32N;
Sundholm Hallen;Klatreanlæg;Sundholmsvej 28B, 2300 København S.;;formand@dbkk.dk;https://www.dbkk.dk/sundholm/hallen;København;Hovedstaden;Klatreanlæg;Indendørs;Kommunal;Kommunal;Dansk Bjerg & Klatreklkub (DBKK) benytter klatreanlægget til ruteklatring og bouldering. For at benytte hallen skal man have et aktivt medlemsskab ved DBKK.;726128;6174215;32N;
Københavns Kommunes Motorbanen;Motocrossbane;Ved Slusen 2, 2300 København S;;;https://kulturogfritids.kk.dk/motorbanen/motocross-baner;København;Hovedstaden;Motorsportsanlæg;Udendørs;Kommunal;Kommunal;Der er både maxibane og microbane;724118;6172043;32N;
LUG KBH;Kartingbane;Kraftværksvej 10, 2300 København;;sek@lug-kbh.dk;https://lug-kbh.dk/priser/;København;Hovedstaden;Motorsportsanlæg;Udendørs;Kommunal;Forening;;727603;6176241;32N;
Holmen Dirt;Pumptrack og Legebane;Arsenalvej 6, 1436 København;26317888;info@holmendirt.dk;https://holmendirt.dk/;København;Hovedstaden;MTB-spor og cykelanlæg;Udendørs;Kommunal;Forening;;726675;6175956;32N;
Københavns BMX;;Ved Slusen 2, 2300 København S;;info@cphbmx.dk;https://cphbmx.dk/default.aspx;København;Hovedstaden;MTB-spor og cykelanlæg;Udendørs;Kommunal;Forening;Banen hvor VM i BMX 2025 afholdes.;724162;6172128;32N;
Cykelbanen Åkandevej, KBH;BMX Bane;Åkandevej 37, 2700 København;;;;København;Hovedstaden;MTB-spor og cykelanlæg;Udendørs;Kommunal;Kommunal;Lille bane velegnet til børn.;718948;6179851;32N;
Nordøstamager Skole;Idrætshal;Holmbladsgade 117, 2300 København S;;sknordoestamager@kk.dk;https://nordoestamager.aula.dk/;København;Hovedstaden;Små idrætshaller (300-799 m2);Indendørs;Kommunal;Kommunal;;727492;6175031;32N;
Ryparkens Idrætsanlæg;Padelbaner;Lyngbyvej 110, 2100 København;;;;København;Hovedstaden;Padelbaner;Udendørs;Kommunal;Forening;;723698;6180572;32N;Double baner=2
Padel Yard Jernbanebyen;;Otto Busses Vej 7X, 2450 København;;;https://www.padelyard.dk/jernbanebyen;København;Hovedstaden;Padelbaner;Indendørs;Privat;Privat;;723095;6173842;32N;Double baner=6
Svanemøllehallen;Padelbaner;Østerbrogade 240, 2100 København Ø;;;https://kulturoesterbro.kk.dk/indhold/svanemoellehallen;København;Hovedstaden;Padelbaner;Udendørs;Kommunal;Kommunal;;724784;6180078;32N;Double baner=2
Match Padel Studio CPH;;Jenagade 22, 2300 København;;;https://matchpadel.dk/afdelinger/studio/;København;Hovedstaden;Padelbaner;Indendørs;Privat;Privat;;727691;6174695;32N;Double baner=4,Single baner=3
Emdrupparkens Idrætsanlæg;KFUM Padelbaner;Nøkkerosevej 23, 2400 København NV;;;;København;Hovedstaden;Padelbaner;Udendørs;Kommunal;Kommunal;;721799;6181128;32N;Double baner=2
FysioDanmark;FysioDanmark Nordhavn;Marmorvej 19, 2100 København Ø;70602150;info@fysiocompany.dk;https://fysiocompany.dk/nordhavn/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725894;6178973;32N;
Energii ;Energii City, Bredgade;Bredgade 25 G, 1260 København K;;info@energii.dk;https://www.energii.dk/city--bredgade;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725564;6176535;32N;
Energii;Energii City, Nørreport;Ny Kongensgade 9, 1472 København K;;info@energii.dk;https://www.energii.dk/k%C3%B8benhavn-k;København;Hovedstaden;Fitnesscentre;Indendørs;Forening;Forening;;724886;6175569;32N;
Energii;Energii Nordhavn;Århusgade 128, 2150 Nordhavn;;info@energii.dk;https://www.energii.dk/nordhavnen;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725743;6179348;32N;
Energii;Energii Valby;Kirsten Walthers vej 3, st. 2500 Valby;;info@energii.dk;https://www.energii.dk/valby;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;721014;6173654;32N;
Power House;Power House København;Vester Farimagsgade 29, 1606 København;;info@powerhousedanmark.dk.;https://powerhousedanmark.dk/power-house-kobenhavn/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723967;6176012;32N;
Butcher's lab Vanløse;;Jernbane allé 42, 2720 Vanløse ;70232235;vanlose@butcherslab.dk;https://butcherslab.dk/vanlose;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;719434;6176739;32N;
Fitnessklubben;Fitnessklubben Valby;Trekronergade 149A, 2500 København;22 25 75 73;kontakt@fitnessklubben.nu;https://fitnessklubben.nu/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;721476;6172984;32N;
Fitnessklubben;Fitnessklubben Vanløse;Jydeholmen 16, 2720 København;22 25 75 73;kontakt@fitnessklubben.nu;https://fitnessklubben.nu/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;719270;6176609;32N;
Protreatment;Protreatment København;Skindergade 31, 2. sal, 1159 København K;33 14 23 60;jorcks@protreatment.dk;https://www.protreatment.dk/fysioterapeut-jorcks-koebenhavn/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724706;6176181;32N;
Vici Gym;;Prøvestensbroen 3A, stuen, 2300 København;;Info@vicigym.dk;https://vicigymcph.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;728096;6175406;32N;
Oxygym;;Bådehavnsgade 4 - 2450 KBH SV;92 45 59 27;hello@oxygym.dk;https://oxygym.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;722840;6172294;32N;
Senses;Senses Frederiksberg;Finsensvej 37F, 2000 Frederiksberg;;frederiksberg@senses.dk;https://www.senses.dk/reformer/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;720955;6176187;32N;
Senses;Senses Nørrebro;Ryesgade 23, 2200 København N;;norrebro@senses.dk;https://www.senses.dk/reformer/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724141;6177558;32N;
Senses;Senses Vesterbro;Sommerstedgade 5-7, 1718 København V;;vesterbro@senses.dk;https://www.senses.dk/reformer/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723607;6174790;32N;
Ohm Yoga;;Vesterbrogade 6D, 7. sal, 1620 København V;+45 53 85 50 50;hello@ohmyoga.dk;https://ohmyoga.dk/holdplan/reformer/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724004;6175593;32N;
Rama Reformer Club;;Strandlodsvej 13y, 2300 København;22 85 53 69;;https://ramareformerclub.com/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;727784;6174785;32N;
Pilates Cph;;Nørregade 26B, 1358 København;;info@pilatescph.dk;https://pilatescph.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;724519;6176413;32N;
Fusion Pilates;;Thorsgade 59, Gården, 2200 København N;35 81 48 00;info@fusionpilates.dk;https://fusionpilates.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723008;6178110;32N;
Studio 41;Studio 41 Pilates Copenhagen;Vesterbrogade 41e, 1620 Copenhagen ;;info@studio41pilates.com;https://www.studio41pilates.com/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723622;6175352;32N;
FitPilates;;Ahornsgade 8, kld. 2200 KBH N;21 62 80 90;tanjaliv@fitpilates.dk;http://fitpilates.dk/om-fitpilates.html;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;723736;6177548;32N;
Barry's;;Christian IX Gade 3-5, 1111 København;60 13 96 55;;https://www.barrys.com/da/;København;Hovedstaden;Fitnesscentre;Indendørs;Privat;Privat;;725099;6176496;32N;
Beatriders;;Njalsgade 181, 2300 København S;+45 26 21 24 90;hello@beatriders.dk;https://beatriders.dk/;København;Hovedstaden;Fitnesscentre;Indendørs;Kommunal;Privat;;725917;6174482;32N;
